,merchant,first_6_digits,payment_ref,amount_eur,card_network,card_type,timestamp,refused_by_bank,bank_country_id,user_id,user_country_id,is_fraud
3124,Shop2,369951.0,296b743eea3e78ef,8.5,SchemeB,DEBIT,1460296635,0,6.0,763878025.0,6.0,0
3125,Shop2,635099.0,a59852b75f3352c1,2.75,SchemeB,DEBIT,1460321705,0,6.0,2313608754.0,6.0,0
3126,Shop2,568453.0,10df2aaf6d0e5981,1.0,SchemeI,CREDIT,1457566406,0,6.0,2251984599.0,6.0,0
3127,Shop2,520798.0,062ee3abec9fe556,6.0,SchemeB,DEBIT,1457570691,0,6.0,904916857.0,6.0,0
3128,Shop2,926199.0,454625a3ebeaf383,1.0,SchemeFA,DEBIT,1457624426,0,6.0,2594130378.0,6.0,0
3129,Shop2,627917.0,796bff7dbe75c002,32.6,SchemeFA,DEBIT,1457635099,1,6.0,2483444722.0,6.0,0
3130,Shop2,343850.0,4bb5a95c1d39ee23,5.65,SchemeF,DEBIT,1457622477,0,6.0,2622444687.0,6.0,0
3131,Shop2,429753.0,88ffd0629d428dd9,13.7,SchemeB,DEBIT,1457641593,0,6.0,1501286670.0,6.0,0
3132,Shop3,934471.0,123ca12de12b968b,2.5,SchemeB,DEBIT,1458897956,0,6.0,980611887.0,6.0,0
3133,Shop2,303700.0,d8d36cfa77b4b78e,56.75,SchemeB,DEBIT,1458941685,0,6.0,677140532.0,6.0,0
3134,Shop2,510455.0,0654fa1a5b4cb8d2,16.56,SchemeB,DEBIT,1458930584,0,6.0,2429435227.0,6.0,0
3135,Shop2,596669.0,fec95bed3f5d830f,15.65,SchemeB,,1459748792,0,6.0,1892207755.0,6.0,0
3136,Shop2,126429.0,f2f51b1f5c129228,6.65,SchemeB,DEBIT,1459799755,0,6.0,675445390.0,6.0,0
3137,Shop2,975044.0,29d7c35be685342a,35.0,SchemeB,DEBIT,1459784582,0,6.0,1082629711.0,6.0,0
3138,Shop2,752620.0,8fc37cbb9f3aeb08,14.16,SchemeB,CREDIT,1457302299,0,6.0,1012298411.0,6.0,0
3139,Shop2,640891.0,22c3ca401b519b66,19.1,SchemeB,DEBIT,1457289171,0,6.0,608680250.0,6.0,0
3140,Shop2,889846.0,56c6758323a3530c,10.8,SchemeB,DEBIT,1457301982,0,6.0,2599253239.0,6.0,0
3141,Shop2,740079.0,cc306312d460f095,16.4,SchemeB,DEBIT,1456959603,0,6.0,696910909.0,6.0,0
3142,Shop2,934471.0,e8cd1be3949703b9,19.4,SchemeB,DEBIT,1456966214,0,6.0,820013395.0,6.0,0
3143,Shop2,98184.0,1d9507b98bab944e,10.71,SchemeB,DEBIT,1456963503,0,6.0,1043925296.0,6.0,0
3144,Shop2,369167.0,d09443c891d196d0,15.9,SchemeB,DEBIT,1457015523,0,6.0,1318723252.0,6.0,0
3145,Shop8,124762.0,10850f9af159324b,2.0,SchemeB,DEBIT,1456963651,0,6.0,2636058279.0,6.0,0
3146,Shop2,657905.0,5f965d833c7815dd,9.1,SchemeI,CREDIT,1457015983,0,6.0,1165925046.0,6.0,0
3147,Shop2,797843.0,c40c54c07ecaf3b2,13.2,SchemeFA,DEFFERED_DEBIT,1456975572,0,6.0,1119942846.0,6.0,0
3148,Shop2,740079.0,e65e9b24f9ebbd6d,1.3,SchemeB,DEBIT,1458166480,1,6.0,2671970417.0,6.0,0
3149,Shop2,501271.0,46e48a55995ea450,2.6,SchemeB,DEBIT,1458101254,0,6.0,2674268776.0,6.0,0
3150,Shop2,271489.0,46cabdaddbf533a4,17.25,SchemeB,DEBIT,1458155501,0,6.0,1488435738.0,6.0,0
3151,Shop2,430017.0,2305abb43d14057c,18.12,SchemeI,CREDIT,1458168230,0,6.0,1748502836.0,6.0,0
3152,Shop2,303700.0,d0feaa6687d7b593,5.16,SchemeB,DEBIT,1458084847,0,6.0,1035639050.0,6.0,0
3153,Shop2,625175.0,6459f35e6d7e9bb1,17.94,SchemeB,DEBIT,1458166995,0,6.0,931696430.0,6.0,0
3154,Shop2,914014.0,599397d798ef2cb1,17.85,SchemeI,CREDIT,1458121655,0,6.0,1007393324.0,6.0,0
3155,Shop2,301578.0,c5f73d95076e36d7,17.99,SchemeB,,1458130070,0,6.0,951877875.0,6.0,0
3156,Shop2,375581.0,6ba1d7300c469520,26.82,SchemeD,PREPAID,1458168222,1,6.0,947757800.0,6.0,0
3157,Shop2,625175.0,689f39c968436467,11.6,SchemeB,DEBIT,1458134897,0,6.0,1409095613.0,6.0,0
3158,Shop8,393590.0,8a2740f521acf057,0.0,SchemeD,DEBIT,1456962188,1,6.0,2636028549.0,6.0,0
3159,Shop2,805203.0,24dc6244b31eb32f,6.0,SchemeB,CREDIT,1457015475,0,6.0,1466336424.0,6.0,0
3160,Shop2,134714.0,8a39b354115455e3,6.0,SchemeB,DEBIT,1456970821,0,6.0,2355560158.0,6.0,0
3161,Shop2,934471.0,2cfc71c96a709da1,6.3,SchemeB,DEBIT,1457019449,0,6.0,2632168788.0,6.0,0
3162,Shop2,492268.0,254c9411866e1c2e,24.05,SchemeB,DEBIT,1457030934,0,6.0,2185386915.0,6.0,0
3163,Shop2,4954.0,7568cdbdbb38548e,11.0,SchemeD,DEBIT,1457028889,0,6.0,2592542479.0,6.0,0
3164,Shop2,740079.0,8d2813ac89566bfb,33.55,SchemeB,DEBIT,1456993435,0,6.0,2636704928.0,6.0,0
3165,Shop2,740079.0,bc1e5db3546166f9,7.82,SchemeB,DEBIT,1460272419,1,6.0,1483942129.0,6.0,0
3166,Shop2,266894.0,677ea7e8059f9039,14.25,SchemeB,CREDIT,1460309133,0,6.0,1214696987.0,6.0,0
3167,Shop2,730826.0,0741457f41c60aeb,12.68,SchemeB,DEBIT,1458140521,0,6.0,1324577118.0,6.0,0
3168,Shop2,569953.0,f576945b66397604,4.55,SchemeB,CREDIT,1458164157,0,6.0,842046488.0,6.0,0
3169,Shop8,640891.0,4fefff6e60fad60c,0.0,SchemeD,DEBIT,1458160707,0,6.0,2539777097.0,6.0,0
3170,Shop2,501271.0,2f1049445bcd8505,5.1,SchemeB,DEBIT,1458161157,0,6.0,2676802710.0,6.0,0
3171,Shop2,502346.0,754c877115959d55,12.42,SchemeFA,DEBIT,1458155439,0,6.0,2664090334.0,6.0,0
3172,Shop2,746735.0,40cd407e8293a7e9,9.12,SchemeB,DEBIT,1458151005,0,6.0,1297542927.0,6.0,0
3173,Shop8,596124.0,9315ed700856c2af,0.0,SchemeF,DEFFERED_DEBIT,1458881091,0,6.0,678427675.0,6.0,0
3174,Shop2,303700.0,b025c52d341faafd,6.79,SchemeB,DEBIT,1458918731,0,6.0,2264085073.0,6.0,0
3175,Shop2,331321.0,feb558939d6b2d8e,16.0,SchemeB,DEBIT,1458917390,0,6.0,1555568797.0,6.0,0
3176,Shop2,288362.0,6f6b887e9d104eb7,15.05,SchemeB,DEBIT,1458926750,0,6.0,1217210988.0,6.0,0
3177,Shop2,565867.0,81d6856a72ba010a,43.3,SchemeB,,1458893304,0,6.0,976113890.0,6.0,0
3178,Shop2,369951.0,92a33da2899cceb9,13.16,SchemeB,DEBIT,1460509414,0,6.0,1036578677.0,6.0,0
3179,Shop2,258999.0,7b88954f42fcec21,8.6,SchemeB,DEBIT,1460580228,0,6.0,2762343898.0,6.0,0
3180,Shop2,658736.0,f8ccc960166a50ac,10.65,SchemeB,CREDIT,1460498740,0,6.0,1065756118.0,6.0,0
3181,Shop2,625175.0,697e8810430b2b68,1.0,SchemeB,DEBIT,1459596171,0,6.0,711367553.0,6.0,0
3182,Shop2,271489.0,457face123998d7f,25.58,SchemeB,DEBIT,1459615900,0,6.0,2024402885.0,6.0,0
3183,Shop2,510455.0,00375d4ce08dda10,24.55,SchemeB,DEBIT,1459629031,0,6.0,743611480.0,6.0,0
3184,Shop2,938799.0,51ea93b88b6b2d52,10.3,SchemeFA,DEBIT,1459600163,0,6.0,1650208695.0,6.0,0
3185,Shop2,955667.0,534462439dbb6c78,6.75,SchemeB,CREDIT,1459615112,0,6.0,1011654736.0,6.0,0
3186,Shop2,369167.0,fdf6cedcdfc9defe,11.9,SchemeB,DEBIT,1458883530,0,6.0,1731790017.0,6.0,0
3187,Shop2,861715.0,ca1444a80ff38293,13.04,SchemeB,,1458928007,0,6.0,1144599880.0,6.0,0
3188,Shop2,634866.0,25946f083229a4ec,10.95,SchemeB,DEBIT,1459804134,0,6.0,608719367.0,6.0,0
3189,Shop2,331321.0,fa9186307bc96e8d,20.2,SchemeB,DEBIT,1459755809,0,6.0,1067628963.0,6.0,0
3190,Shop2,193653.0,77151373efebcaeb,51.54,SchemeB,CREDIT,1459806213,0,6.0,1112984738.0,6.0,0
3191,Shop2,369951.0,3539de453a8ef864,9.65,SchemeB,DEBIT,1459725743,0,6.0,1123072208.0,6.0,0
3192,Shop2,975044.0,de5d7773434f595a,33.8,SchemeB,DEBIT,1459798588,0,6.0,1388695880.0,6.0,0
3193,Shop2,126429.0,ebe7b0d8a5458ca3,10.15,SchemeB,DEBIT,1459755166,0,6.0,1836951495.0,6.0,0
3194,Shop2,205509.0,d3d88edafbcdab41,13.15,SchemeB,CREDIT,1459805759,0,6.0,938490125.0,6.0,0
3195,Shop2,79373.0,4f448a986d626b1e,0.05,SchemeB,DEBIT,1458865989,0,6.0,2700880192.0,6.0,0
3196,Shop2,685711.0,364dfa8b28753d53,25.05,SchemeB,DEBIT,1457009311,0,6.0,2239267856.0,6.0,0
3197,Shop2,194390.0,38caff3b3e0ff85e,17.0,SchemeB,DEBIT,1456976540,0,6.0,1730999341.0,6.0,0
3198,Shop8,740079.0,a0d23eb3904f6f5f,0.0,SchemeF,DEBIT,1456959697,0,6.0,2634866961.0,6.0,0
3199,Shop8,126429.0,54d6865062c67645,0.0,SchemeF,DEBIT,1457020161,0,6.0,720009193.0,6.0,0
3200,Shop2,805203.0,df135cc7439b3d95,6.8,SchemeB,CREDIT,1457029044,0,6.0,2637578090.0,6.0,0
3201,Shop2,805203.0,4fa68ad89c931366,6.0,SchemeB,CREDIT,1458909449,0,6.0,952557139.0,6.0,0
3202,Shop2,98184.0,aa62a0d9dcad6a06,30.0,SchemeB,DEBIT,1458934676,0,6.0,2703143362.0,6.0,0
3203,Shop2,423849.0,59998afe1c0c8c73,14.41,SchemeB,CREDIT,1458927531,0,6.0,811976558.0,6.0,0
3204,Shop2,805203.0,9b86377eaf01f009,15.25,SchemeB,CREDIT,1457188998,1,6.0,1012380640.0,6.0,0
3205,Shop2,492905.0,f2e398da058953af,10.2,SchemeB,CREDIT,1457215555,0,6.0,1039349806.0,6.0,0
3206,Shop2,426923.0,506aa3a6c8bf7662,7.1,SchemeB,,1457135027,0,6.0,1746452684.0,6.0,0
3207,Shop2,303700.0,cc57b7e85d63f664,12.75,SchemeB,DEBIT,1457568787,0,6.0,1506842110.0,6.0,0
3208,Shop8,266894.0,c3168281f4c02c5e,0.0,SchemeF,DEFFERED_DEBIT,1457569924,0,6.0,1860293790.0,6.0,0
3209,Shop2,741299.0,4fbc1e801f63fe34,7.85,SchemeB,DEBIT,1457567836,0,6.0,2522071270.0,6.0,0
3210,Shop2,445070.0,0a5f83a591e7a750,9.25,SchemeI,CREDIT,1457621464,0,6.0,1320087766.0,6.0,0
3211,Shop2,934471.0,cfaa6ac7dc634e04,4.9,SchemeF,DEBIT,1457572879,0,6.0,2656708085.0,6.0,0
3212,Shop2,288362.0,6d7bd8812a875429,14.8,SchemeB,DEBIT,1457589298,0,6.0,1116377323.0,6.0,0
3213,Shop2,934471.0,317f0b160e917f70,77.15,SchemeB,DEBIT,1457620698,1,6.0,1133201890.0,6.0,0
3214,Shop6,989699.0,27a23d0e027c15a9,2.0753,SchemeF,DEFFERED_DEBIT,1457611699,0,6.0,2405452422.0,6.0,0
3215,Shop2,193653.0,517db6890ca41ade,15.0,SchemeB,CREDIT,1457636189,0,6.0,2263464027.0,6.0,0
3216,Shop2,343850.0,66be41da467e84f1,1.0,SchemeB,DEBIT,1457643778,1,6.0,1933644988.0,6.0,0
3217,Shop2,303700.0,5140a7027273712c,10.85,SchemeB,DEBIT,1460512912,0,6.0,2449131613.0,6.0,0
3218,Shop2,359838.0,71f3db9bdeb3e037,13.75,SchemeFA,DEBIT,1460557589,0,6.0,2337925856.0,6.0,0
3219,Shop2,934471.0,be2bc4c318d8c283,11.95,SchemeB,DEBIT,1460584031,0,6.0,1005603402.0,6.0,0
3220,Shop2,235481.0,493b5049170970b2,10.5,SchemeB,DEBIT,1460537846,0,6.0,2565306980.0,6.0,0
3221,Shop2,266894.0,f89162ddc059ad74,7.75,SchemeB,CREDIT,1460547542,0,6.0,951141833.0,6.0,0
3222,Shop2,856208.0,34ef872ace76e499,27.27,SchemeI,CREDIT,1460500537,0,6.0,1003781370.0,6.0,0
3223,Shop2,865.0,0726a3a489ff6941,11.95,SchemeDA,DEBIT,1460541586,0,6.0,2129727130.0,6.0,0
3224,Shop2,303700.0,37d3a264232d1b40,11.13,SchemeB,DEBIT,1460579266,0,6.0,2040855763.0,6.0,0
3225,Shop2,843655.0,de5fb3ec8b10be0a,2.0,SchemeB,CREDIT,1460538051,0,6.0,1761813675.0,6.0,0
3226,Shop2,501271.0,425ad70fafe65328,11.99,SchemeB,DEBIT,1460500542,0,6.0,1403768221.0,6.0,0
3227,Shop2,307990.0,d9806844cc66aa25,14.35,SchemeB,DEBIT,1456992829,0,6.0,963320999.0,6.0,0
3228,Shop8,510455.0,9ee1f16e094ac13a,0.0,SchemeF,DEBIT,1457045013,0,6.0,2638756834.0,6.0,0
3229,Shop2,266492.0,6eee8fab02d658c9,1.0,SchemeB,CREDIT,1456960858,0,6.0,2616168431.0,6.0,0
3230,Shop8,990474.0,d4560a7442fc75d6,2.0,SchemeB,CREDIT,1457039508,1,6.0,2638547291.0,6.0,0
3231,Shop2,369951.0,36eee9dec91535cc,1.0,SchemeB,DEBIT,1456966459,0,6.0,2636109898.0,6.0,0
3232,Shop2,983409.0,f78665e4fc1b3b99,7.95,SchemeB,DEBIT,1456963121,0,6.0,2183290534.0,6.0,0
3233,Shop2,916647.0,80532f406eb89763,23.2,SchemeF,DEBIT,1457019179,0,6.0,2623389198.0,6.0,0
3234,Shop8,303700.0,deac5c6e9e392fc8,0.0,SchemeF,DEBIT,1461148882,0,6.0,2379543140.0,6.0,0
3235,Shop8,934471.0,2f6aea16399d938c,0.0,SchemeF,DEBIT,1461153559,1,6.0,2781012663.0,6.0,0
3236,Shop2,975044.0,f3b4c24f3050c736,8.37,SchemeB,DEBIT,1461187054,0,6.0,2488906341.0,6.0,0
3237,Shop2,196048.0,a4aced72b6aad4a9,22.7,SchemeB,DEBIT,1461120411,1,6.0,2654573208.0,6.0,0
3238,Shop2,124762.0,cc108bfba3202a91,16.1,SchemeB,DEBIT,1461136417,0,6.0,1838214782.0,6.0,0
3239,Shop2,954197.0,e30c0163673bc658,11.2,SchemeB,CREDIT,1461186303,0,6.0,676634228.0,6.0,0
3240,Shop2,912458.0,e1f683be9bf66199,7.0,SchemeB,CREDIT,1461162415,0,6.0,818157749.0,6.0,0
3241,Shop2,337945.0,3e37a0227b891e88,9.15,SchemeI,CREDIT,1461171748,0,6.0,1098495863.0,6.0,0
3242,Shop2,98184.0,85091fb292e4bb78,11.57,SchemeB,DEBIT,1461133872,0,6.0,891055885.0,6.0,0
3243,Shop2,625175.0,c53f07f69b47fe17,16.88,SchemeB,DEBIT,1461153887,0,6.0,1904539272.0,6.0,0
3244,Shop2,991723.0,621c4e1bca5e1e99,8.5,SchemeB,,1461148793,0,6.0,681289585.0,6.0,0
3245,Shop8,658736.0,8e9b5062d7db2dad,0.0,SchemeF,CREDIT,1461157102,0,6.0,2782550162.0,6.0,0
3246,Shop8,271489.0,1c398dd33cb06c0e,0.0,SchemeF,DEBIT,1459682114,0,6.0,2729465226.0,6.0,0
3247,Shop2,625175.0,9ea5929b65f443f2,22.85,SchemeB,DEBIT,1459702139,0,6.0,2289721628.0,6.0,0
3248,Shop2,873815.0,0c401b063801ee97,18.75,SchemeB,DEBIT,1460263571,0,6.0,688650696.0,6.0,0
3249,Shop8,296141.0,fb6465b283da8a4d,0.0,SchemeD,CREDIT,1460269266,0,6.0,2750661245.0,6.0,0
3250,Shop2,989699.0,5a0181c469a35159,6.0,SchemeB,CREDIT,1458821210,0,6.0,932144285.0,6.0,0
3251,Shop2,196048.0,d8e2f2cef4f6dade,10.5,SchemeB,DEBIT,1458853714,0,6.0,1977605037.0,6.0,0
3252,Shop8,604959.0,1eeb36b5fd055873,0.0,SchemeD,DEBIT,1458828550,0,6.0,1064645920.0,6.0,0
3253,Shop3,740079.0,60d4d1169dcaf0ce,9.6,SchemeB,DEBIT,1458801618,0,6.0,2656891564.0,6.0,0
3254,Shop2,363771.0,4ff681dbf4a88f7b,12.4,SchemeB,DEBIT,1458822902,1,6.0,2676080159.0,6.0,0
3255,Shop2,895194.0,68cea749979f53de,46.07,SchemeB,DEBIT,1460407969,0,6.0,1895422607.0,6.0,0
3256,Shop2,253600.0,7fd1445771fa11b8,2.0,SchemeI,CREDIT,1460406770,0,6.0,1685684964.0,6.0,0
3257,Shop8,375581.0,76ade1df2cb118f0,0.0,SchemeD,PREPAID,1460373663,0,6.0,2754258672.0,6.0,0
3258,Shop2,593358.0,4bd2c952846fd225,14.6,SchemeB,DEBIT,1460357328,0,6.0,1476431907.0,6.0,0
3259,Shop2,627917.0,a12da19f46aae71a,10.68,SchemeFA,DEBIT,1458084444,0,6.0,2657210764.0,6.0,0
3260,Shop2,4954.0,c32e5fd2cc20e772,8.37,SchemeD,DEBIT,1458165995,0,6.0,2588938582.0,6.0,0
3261,Shop2,4954.0,d46ed9beb6dba536,9.41,SchemeD,DEBIT,1458121086,0,6.0,1063738287.0,6.0,0
3262,Shop2,740079.0,4a05b6743bcbbdba,21.0,SchemeB,DEBIT,1458136038,0,6.0,1423913584.0,6.0,0
3263,Shop2,895194.0,328be3daa4710124,12.27,SchemeB,DEBIT,1458084450,0,6.0,776747236.0,6.0,0
3264,Shop2,92854.0,641f6b3bfd02382e,7.38,SchemeB,DEBIT,1458135182,0,6.0,1388780239.0,6.0,0
3265,Shop2,98184.0,5de10bdcaf0d8cde,23.3,SchemeB,DEBIT,1458156795,0,6.0,1345250184.0,6.0,0
3266,Shop2,126429.0,c748441506f33be6,10.2,SchemeB,DEBIT,1458159477,0,6.0,2175137456.0,6.0,0
3267,Shop2,266894.0,d75e01b6589cb872,7.9,SchemeB,CREDIT,1458166319,0,6.0,2593631502.0,6.0,0
3268,Shop2,989699.0,1c81acb866661b20,12.84,SchemeB,CREDIT,1458168905,0,6.0,906036421.0,6.0,0
3269,Shop2,975044.0,fd4ce2cb4692a437,1.0,SchemeB,DEBIT,1458147735,0,6.0,2010928251.0,6.0,0
3270,Shop2,740079.0,5f63bd09e0dc53aa,1.3,SchemeB,DEBIT,1458166485,1,6.0,2671970417.0,6.0,0
3271,Shop2,658736.0,f32d0ff1985af61a,3.6,SchemeB,CREDIT,1458093968,0,6.0,1105890018.0,6.0,0
3272,Shop2,303700.0,608b529c4d17b77b,15.23,SchemeB,DEBIT,1458129224,0,6.0,1958364741.0,6.0,0
3273,Shop2,740079.0,54dc857f87d1666e,1.3,SchemeB,DEBIT,1458166467,1,6.0,2671970417.0,6.0,0
3274,Shop2,989699.0,df1dcb3905881e87,11.65,SchemeB,CREDIT,1458160269,0,6.0,2505616864.0,6.0,0
3275,Shop8,194390.0,07d6e2746a27c08f,0.0,SchemeD,DEBIT,1458094992,0,6.0,2674146715.0,6.0,0
3276,Shop2,934471.0,49c6eeac0447856b,16.65,SchemeB,DEBIT,1459614753,0,6.0,2031938075.0,6.0,0
3277,Shop8,134714.0,96d463b861170ced,0.0,SchemeD,DEBIT,1461104117,0,6.0,2780903374.0,6.0,0
3278,Shop2,282694.0,e1ec379c0f512b70,14.54,SchemeD,DEBIT,1461122117,1,6.0,777251803.0,6.0,0
3279,Shop8,730826.0,e7377a8b8d253186,0.0,SchemeD,DEBIT,1461185201,0,6.0,2783826992.0,6.0,0
3280,Shop2,436913.0,b3db121f6c812c04,8.85,SchemeB,CREDIT,1461107007,0,6.0,800699653.0,6.0,0
3281,Shop2,893427.0,004babe5057a8e6b,12.49,SchemeI,CREDIT,1461142675,0,6.0,870009166.0,6.0,0
3282,Shop2,805203.0,36a8316f6f3b1b7b,21.65,SchemeB,CREDIT,1459767671,0,6.0,1165283439.0,6.0,0
3283,Shop3,454664.0,166b51c130276577,4.8,SchemeI,CREDIT,1459801258,0,6.0,2251460804.0,6.0,0
3284,Shop2,593358.0,c600c064c7d6911d,28.1,SchemeB,DEBIT,1459802534,1,6.0,2346233108.0,6.0,0
3285,Shop2,672739.0,7fd7c4b357dd563b,8.2,SchemeB,DEBIT,1459799695,0,6.0,1701252650.0,6.0,0
3286,Shop2,126429.0,1e425327025d6ef2,14.75,SchemeB,DEBIT,1458778461,1,6.0,919965521.0,6.0,0
3287,Shop8,496698.0,c5414b23f538df0a,0.0,SchemeD,DEBIT,1458791041,0,6.0,2698247457.0,6.0,0
3288,Shop2,500915.0,95b35fa5e634d4b3,6.0,SchemeB,CREDIT,1459674817,0,6.0,873226749.0,6.0,0
3289,Shop8,426923.0,fcfaad19c4177e89,0.0,SchemeD,CREDIT,1459669559,0,6.0,791014348.0,6.0,0
3290,Shop8,303700.0,f06da0c80ea2f8c7,0.0,SchemeF,DEBIT,1459698883,0,6.0,2611469022.0,6.0,0
3291,Shop8,989699.0,586d37c90e6f905f,0.0,SchemeF,DEFFERED_DEBIT,1459708330,0,6.0,2730766797.0,6.0,0
3292,Shop2,625175.0,883b7f766ff3b1ff,9.15,SchemeB,DEBIT,1459712776,0,6.0,1210852363.0,6.0,0
3293,Shop2,126429.0,9afbb098dbe3bf16,21.35,SchemeB,DEBIT,1459983950,0,6.0,2385759842.0,6.0,0
3294,Shop2,27207.0,be74fceab60b55e1,7.4,SchemeB,CREDIT,1459994801,0,6.0,1181054799.0,6.0,0
3295,Shop2,154300.0,cac63c4633c9bbd6,8.64,SchemeB,,1460024655,0,6.0,1852592321.0,6.0,0
3296,Shop2,288362.0,32c77836bf0bd836,16.35,SchemeB,DEBIT,1460046171,1,6.0,2556090454.0,6.0,0
3297,Shop8,303700.0,b3664f257ff603bd,0.0,SchemeF,DEBIT,1459982760,0,6.0,1992898355.0,6.0,0
3298,Shop2,126429.0,cb72248e5d2b3f73,6.8,SchemeB,DEBIT,1460017232,0,6.0,641677916.0,6.0,0
3299,Shop2,307990.0,931f2507dedb10d1,13.4,SchemeB,DEBIT,1460038438,0,6.0,683411856.0,6.0,0
3300,Shop8,429753.0,852680d1ff48dffe,0.0,SchemeF,DEBIT,1460046943,0,6.0,2743058622.0,6.0,0
3301,Shop2,98184.0,91678d6c99ee8a56,17.55,SchemeB,DEBIT,1460019482,0,6.0,2493455172.0,6.0,0
3302,Shop2,975044.0,559faade26802568,22.4,SchemeB,DEBIT,1460046962,0,6.0,1792906376.0,6.0,0
3303,Shop2,897680.0,1f6a623c63edd233,6.0,SchemeB,CREDIT,1460239320,0,6.0,1088569875.0,6.0,0
3304,Shop2,64289.0,7b1a521260768fb6,30.9,SchemeD,PREPAID,1460322671,0,6.0,697248058.0,6.0,0
3305,Shop8,804656.0,a4dcf8c4f75d7483,0.0,SchemeF,CREDIT,1460293493,0,6.0,2739074702.0,6.0,0
3306,Shop2,510455.0,59b2427ee0714775,17.43,SchemeB,DEBIT,1460289575,0,6.0,631241886.0,6.0,0
3307,Shop2,989699.0,a9aa0cfd99351212,7.5,SchemeB,CREDIT,1459717493,0,6.0,2156246231.0,6.0,0
3308,Shop2,117821.0,ddac649dc7d3f57a,1.0,SchemeB,CREDIT,1459678808,0,6.0,1003469810.0,6.0,0
3309,Shop2,303700.0,8d150e5c0998cd1b,9.1,SchemeB,DEBIT,1459674230,0,6.0,903394915.0,6.0,0
3310,Shop2,934471.0,67c56a5139769609,4.15,SchemeB,DEBIT,1459938483,0,6.0,1805067680.0,6.0,0
3311,Shop2,303700.0,08ae2e81d35a4423,2.0,SchemeB,DEBIT,1459947143,0,6.0,2025962345.0,6.0,0
3312,Shop2,300972.0,526acbb17c0373e7,13.85,SchemeB,CREDIT,1459958487,0,6.0,967885250.0,6.0,0
3313,Shop8,632080.0,4fa1c1755717d838,0.0,SchemeF,DEFFERED_DEBIT,1459895131,0,6.0,2737513341.0,6.0,0
3314,Shop2,741299.0,f83dde55900040aa,13.2,SchemeB,DEBIT,1459934433,0,6.0,775726246.0,6.0,0
3315,Shop2,4954.0,1f80485d3bdab328,32.7,SchemeD,DEBIT,1457304228,0,6.0,1011645968.0,6.0,0
3316,Shop8,912458.0,f6f7ab0220d04e58,0.0,SchemeF,DEFFERED_DEBIT,1457289786,0,6.0,2646513498.0,6.0,0
3317,Shop2,805203.0,f58eba4a2e00a29a,27.2,SchemeB,CREDIT,1457567546,0,6.0,1363933834.0,6.0,0
3318,Shop2,843655.0,db7ca216b823f5d6,11.05,SchemeB,CREDIT,1457634492,0,6.0,1013038701.0,6.0,0
3319,Shop2,730826.0,fc27587c0fb5d3b0,22.0,SchemeB,DEBIT,1457630896,0,6.0,2314574791.0,6.0,0
3320,Shop2,397016.0,76d3d350f283ebcd,16.65,SchemeF,CREDIT,1457260901,0,6.0,2645197934.0,6.0,0
3321,Shop2,511118.0,1a62c1c10c938fc5,9.95,SchemeB,,1457288611,0,6.0,996250989.0,6.0,0
3322,Shop2,934471.0,69357e5cf95e007f,15.82,SchemeB,DEBIT,1457290802,0,6.0,1834361336.0,6.0,0
3323,Shop2,779761.0,2fde573fb6e3c227,16.9,SchemeB,CREDIT,1457245834,1,6.0,1798843499.0,6.0,0
3324,Shop2,833915.0,36ddb1f2629e202d,6.0,SchemeI,CREDIT,1459588514,0,6.0,1697809710.0,6.0,0
3325,Shop2,4954.0,1725cc3b3ef012c4,5.35,SchemeD,DEBIT,1459599701,0,6.0,1636140186.0,6.0,0
3326,Shop2,858791.0,b86b071d3f854a97,6.0,SchemeB,,1459564101,0,6.0,1608548695.0,6.0,0
3327,Shop2,972997.0,686c20dae4ec213e,15.85,SchemeB,DEBIT,1459596611,0,6.0,2211454187.0,6.0,0
3328,Shop2,740079.0,0681feed047b3aff,12.4,SchemeB,DEBIT,1459612702,0,6.0,2250385005.0,6.0,0
3329,Shop2,642010.0,1e0d39a260eb7179,18.4,SchemeB,DEBIT,1459621786,0,6.0,2697299958.0,6.0,0
3330,Shop2,375581.0,a151265c8546c7de,5.15,SchemeD,PREPAID,1459925629,0,6.0,2578706225.0,6.0,0
3331,Shop8,740079.0,41be90af4be6d7ce,0.0,SchemeF,DEBIT,1459960086,0,6.0,2580818284.0,6.0,0
3332,Shop7,422703.0,1ac291f1a605dc8e,45.05,SchemeB,,1458908775,0,6.0,1027118678.0,6.0,0
3333,Shop2,640891.0,e86dd262d0c3aad8,11.35,SchemeB,DEBIT,1458892625,0,6.0,1633277599.0,6.0,0
3334,Shop2,658736.0,f907e1ccf12201f2,7.05,SchemeB,CREDIT,1458911779,0,6.0,2401213285.0,6.0,0
3335,Shop2,746188.0,174b911d52c55f93,15.48,SchemeB,CREDIT,1458944942,0,6.0,1140101115.0,6.0,0
3336,Shop2,971931.0,b9d859a4726490be,10.32,SchemeB,CREDIT,1458892535,0,6.0,2017217366.0,6.0,0
3337,Shop2,370986.0,2c1f06bdcf9b474a,17.75,SchemeB,,1458901397,0,6.0,1004060161.0,6.0,0
3338,Shop2,235481.0,896ad74b1f93f0db,10.35,SchemeB,DEBIT,1458945075,0,6.0,1716686671.0,6.0,0
3339,Shop2,520798.0,485dae7428586e24,44.0,SchemeB,DEBIT,1458879127,0,6.0,1177049328.0,6.0,0
